,DESTINATION,KEYWORDS,ORIGIN
0,EWR,gate,ORD
1,EWR,changed,ORD
2,EWR,notified,ORD
3,EWR,sitting,ORD
4,EWR,b5,ORD
5,EWR,passengers,ORD
6,EWR,realized,ORD
7,EWR,boarding,ORD
8,EWR,time,ORD
9,EWR,gate,ORD
10,EWR,screen,ORD
11,EWR,longer,ORD
12,EWR,showed,ORD
13,EWR,flight,ORD
14,EWR,info,ORD
15,EWR,announcements,ORD
16,EWR,made,ORD
17,EWR,figured,ORD
18,EWR,gate,ORD
19,EWR,b18,ORD
20,EWR,run,ORD
21,EWR,gate,ORD
22,ORD,flight,OMA
23,ORD,attendant,OMA
24,ORD,must,OMA
25,ORD,overslept,OMA
26,ORD,early,OMA
27,ORD,morning,OMA
28,ORD,flight,OMA
29,ORD,left,OMA
30,ORD,entire,OMA
31,ORD,group,OMA
32,ORD,customers,OMA
33,ORD,waiting,OMA
34,ORD,board,OMA
35,ORD,flight,OMA
36,ORD,time,OMA
37,ORD,arrived,OMA
38,ORD,delayed,OMA
39,ORD,flight,OMA
40,ORD,purely,OMA
41,ORD,flight,OMA
42,ORD,attendant,OMA
43,ORD,fortunately,OMA
44,ORD,flight,OMA
45,ORD,new,OMA
46,ORD,york,OMA
47,ORD,held,OMA
48,ORD,back,OMA
49,ORD,accommodate,OMA
50,ORD,passengers,OMA
51,ORD,unfortunately,OMA
52,ORD,passengers,OMA
53,ORD,already,OMA
54,ORD,boarded,OMA
55,ORD,left,OMA
56,ORD,behind,OMA
57,ORD,know,OMA
58,ORD,several,OMA
59,ORD,passengers,OMA
60,ORD,flight,OMA
61,ORD,chicago,OMA
62,ORD,left,OMA
63,ORD,missing,OMA
64,ORD,connections,OMA
65,ORD,know,OMA
66,ORD,accidents,OMA
67,ORD,happen,OMA
68,ORD,end,OMA
69,ORD,responsible,OMA
70,ORD,employees,OMA
71,ORD,employee,OMA
72,ORD,led,OMA
73,ORD,disruptive,OMA
74,ORD,flight,OMA
75,ORD,scheduled,MSN
76,ORD,leave,MSN
77,ORD,sunday,MSN
78,ORD,december,MSN
79,ORD,31st,MSN
80,ORD,mechanical,MSN
81,ORD,problems,MSN
82,ORD,delayed,MSN
83,ORD,resulting,MSN
84,ORD,missing,MSN
85,ORD,connection,MSN
86,ORD,chicago,MSN
87,ORD,san,MSN
88,ORD,diego,MSN
89,ORD,last,MSN
90,ORD,flight,MSN
91,ORD,available,MSN
92,ORD,went,MSN
93,ORD,back,MSN
94,ORD,service,MSN
95,ORD,deskcheck,MSN
96,ORD,rebook,MSN
97,ORD,waiting,MSN
98,ORD,bag,MSN
99,ORD,back,MSN
100,ORD,afroamerican,MSN
101,ORD,female,MSN
102,ORD,agent,MSN
103,ORD,assisting,MSN
104,ORD,gentleman,MSN
105,ORD,rebook,MSN
106,ORD,announced,MSN
107,ORD,delay,MSN
108,ORD,mechanical,MSN
109,ORD,problem,MSN
110,ORD,rebooked,MSN
111,ORD,540,MSN
112,ORD,flight,MSN
113,ORD,morning,MSN
114,ORD,agent,MSN
115,ORD,phone,MSN
116,ORD,gentleman,MSN
117,ORD,problems,MSN
118,ORD,basic,MSN
119,ORD,economy,MSN
120,ORD,ticket,MSN
121,ORD,accommodating,MSN
122,ORD,point,MSN
123,ORD,stated,MSN
124,ORD,feel,MSN
125,ORD,right,MSN
126,ORD,since,MSN
127,ORD,uniteds,MSN
128,ORD,fault,MSN
129,ORD,delay,MSN
130,ORD,since,MSN
131,ORD,basic,MSN
132,ORD,economy,MSN
133,ORD,ticket,MSN
134,ORD,couldnt,MSN
135,ORD,much,MSN
136,ORD,point,MSN
137,ORD,turned,MSN
138,ORD,obviously,MSN
139,ORD,liking,MSN
140,ORD,comment,MSN
141,ORD,stated,MSN
142,ORD,helping,MSN
143,ORD,problem,MSN
144,ORD,gentleman,MSN
145,ORD,stated,MSN
146,ORD,fault,MSN
147,ORD,isnt,MSN
148,ORD,replied,MSN
149,ORD,fault,MSN
150,ORD,obviously,MSN
151,ORD,dealing,MSN
152,ORD,well,MSN
153,ORD,confrontation,MSN
154,ORD,give,MSN
155,ORD,reflection,MSN
156,ORD,situation,MSN
157,ORD,handled,MSN
158,ORD,gentleman,MSN
159,ORD,upset,MSN
160,ORD,purchased,MSN
161,ORD,ticket,MSN
162,ORD,uniteds,MSN
163,ORD,website,MSN
164,ORD,nothing,MSN
165,ORD,really,MSN
166,ORD,stating,MSN
167,ORD,restrictionslimitations,MSN
168,ORD,purchasing,MSN
169,ORD,basic,MSN
170,ORD,economy,MSN
171,ORD,ticket,MSN
172,ORD,finally,MSN
173,ORD,talk,MSN
174,ORD,manager,MSN
175,ORD,find,MSN
176,ORD,resolve,MSN
177,ORD,experienced,MSN
178,ORD,exact,MSN
179,ORD,situation,MSN
180,ORD,november,MSN
181,ORD,2017,MSN
182,ORD,flight,MSN
183,ORD,san,MSN
184,ORD,diego,MSN
185,ORD,madison,MSN
186,ORD,flight,MSN
187,ORD,back,MSN
188,ORD,madison,MSN
189,ORD,chicago,MSN
190,ORD,problems,MSN
191,ORD,people,MSN
192,ORD,needed,MSN
193,ORD,rebooked,MSN
194,ORD,found,MSN
195,ORD,reasons,MSN
196,ORD,time,MSN
197,ORD,situation,MSN
198,ORD,uniteds,MSN
199,ORD,fault,MSN
200,ORD,delayyou,MSN
201,ORD,know,MSN
202,ORD,accommodate,MSN
203,ORD,passenger,MSN
204,ORD,whether,MSN
205,ORD,whatever,MSN
206,ORD,ticket,MSN
207,ORD,whatever,MSN
208,ORD,takes,MSN
209,ORD,passenger,MSN
210,ORD,final,MSN
211,ORD,destination,MSN
212,ORD,know,MSN
213,ORD,gentleman,MSN
214,ORD,upset,MSN
215,ORD,personally,MSN
216,ORD,look,MSN
217,ORD,airlines,MSN
218,ORD,back,MSN
219,ORD,madison,MSN
220,ORD,5,MSN
221,ORD,months,MSN
222,ORD,created,MSN
223,ORD,cheaper,MSN
224,ORD,ticket,MSN
225,ORD,level,MSN
226,ORD,limits,MSN
227,ORD,passenger,MSN
228,ORD,lot,MSN
229,ORD,including,MSN
230,ORD,able,MSN
231,ORD,choose,MSN
232,ORD,seat,MSN
233,ORD,able,MSN
234,ORD,bring,MSN
235,ORD,carry,MSN
236,ORD,limited,MSN
237,ORD,options,MSN
238,ORD,rebooking,MSN
239,ORD,name,MSN
240,ORD,cheaperyou,MSN
241,ORD,created,MSN
242,ORD,level,MSN
243,ORD,charge,MSN
244,ORD,customer,MSN
245,ORD,year,MSN
246,ORD,everything,MSN
247,ORD,added,MSN
248,ORD,together,MSN
249,ORD,round,MSN
250,ORD,trip,MSN
251,ORD,ticket,MSN
252,ORD,madison,MSN
253,ORD,wi,MSN
254,ORD,san,MSN
255,ORD,diego,MSN
256,ORD,basically,MSN
257,ORD,600,MSN
258,ORD,pricing,MSN
259,ORD,tickets,MSN
260,ORD,probably,MSN
261,ORD,45,MSN
262,ORD,months,MSN
263,ORD,prior,MSN
264,ORD,waiting,MSN
265,ORD,prices,MSN
266,ORD,come,MSN
267,ORD,didso,MSN
268,ORD,sure,MSN
269,ORD,hearing,MSN
270,ORD,ticket,MSN
271,ORD,prices,MSN
272,ORD,yeartime,MSN
273,ORD,add,MSN
274,ORD,extra,MSN
275,ORD,fees,MSN
276,ORD,pay,MSN
277,ORD,nowi,MSN
278,ORD,pay,MSN
279,ORD,much,MSN
280,ORD,ticket,MSN
281,ORD,digressing,MSN
282,ORD,however,MSN
283,ORD,personally,MSN
284,ORD,pay,MSN
285,ORD,extra,MSN
286,ORD,ticket,MSN
287,ORD,later,MSN
288,ORD,find,MSN
289,ORD,flight,MSN
290,ORD,madison,MSN
291,ORD,chicago,MSN
292,ORD,somehow,MSN
293,ORD,madison,MSN
294,ORD,took,MSN
295,ORD,completed,MSN
296,ORD,trip,MSN
297,ORD,half,MSN
298,ORD,scheduled,MSN
299,ORD,time,MSN
300,ORD,actually,MSN
301,ORD,taken,MSN
302,ORD,flight,MSN
303,ORD,chances,MSN
304,ORD,probably,MSN
305,ORD,made,MSN
306,ORD,connection,MSN
307,ORD,rebooked,MSN
308,ORD,confusing,MSN
309,ORD,instead,MSN
310,ORD,rebooked,MSN
311,ORD,540,MSN
312,ORD,flight,MSN
313,ORD,means,MSN
314,ORD,3,MSN
315,ORD,well,MSN
316,ORD,80,MSN
317,ORD,year,MSN
318,ORD,old,MSN
319,ORD,parents,MSN
320,ORD,airport,MSN
321,ORD,time,MSN
322,ORD,check,MSN
323,ORD,luggage,MSN
324,ORD,etc,MSN
325,ORD,supposed,MSN
326,EWR,space,MSY
327,EWR,seats,MSY
328,EWR,concern,MSY
329,EWR,especially,MSY
330,EWR,persons,MSY
331,EWR,tall,MSY
332,EWR,importantly,MSY
333,EWR,people,MSY
334,EWR,circulation,MSY
335,EWR,problems,MSY
336,EWR,history,MSY
337,EWR,blood,MSY
338,EWR,clots,MSY
339,EWR,limited,MSY
340,EWR,space,MSY
341,EWR,movement,MSY
342,EWR,later,MSY
343,EWR,recommend,MSY
344,EWR,longer,MSY
345,EWR,possible,MSY
346,EWR,health,MSY
347,EWR,risks,MSY
348,EWR,checked,PDX
349,EWR,bag,PDX
350,EWR,torn,PDX
351,EWR,received,PDX
352,EWR,newark,PDX
353,EWR,person,PDX
354,EWR,present,PDX
355,EWR,near,PDX
356,EWR,belt,PDX
357,EWR,waited,PDX
358,EWR,25,PDX
359,EWR,mins,PDX
360,EWR,file,PDX
361,EWR,complain,PDX
362,EWR,leave,PDX
363,EWR,since,PDX
364,EWR,available,PDX
365,EWR,early,CLT
366,EWR,morning,CLT
367,EWR,departure,CLT
368,EWR,charlotte,CLT
369,EWR,difficult,CLT
370,EWR,tsa,CLT
371,EWR,open,CLT
372,EWR,400am,CLT
373,EWR,huge,CLT
374,EWR,queue,CLT
375,EWR,redirected,CLT
376,EWR,away,CLT
377,EWR,missed,CLT
378,EWR,scheduled,CLT
379,EWR,flight,CLT
380,EWR,gate,CLT
381,EWR,agent,CLT
382,EWR,rebooked,CLT
383,EWR,disaster,CLT
384,EWR,turned,CLT
385,EWR,around,CLT
386,EWR,check,BDL
387,EWR,process,BDL
388,EWR,unsatisfactory,BDL
389,EWR,long,BDL
390,EWR,line,BDL
391,EWR,drop,BDL
392,EWR,luggage,BDL
393,EWR,checkin,BDL
394,EWR,early,BDL
395,EWR,415am,BDL
396,EWR,enough,BDL
397,EWR,agents,BDL
398,EWR,gate,BDL
399,EWR,ones,BDL
400,EWR,rude,BDL
401,EWR,passengers,BDL
402,EWR,woman,BDL
403,EWR,shouting,BDL
404,EWR,passengers,BDL
405,EWR,move,BDL
406,EWR,line,BDL
407,EWR,away,BDL
408,EWR,security,BDL
409,EWR,control,BDL
410,EWR,ropes,BDL
411,EWR,keep,BDL
412,EWR,line,BDL
413,EWR,order,BDL
414,EWR,chaos,BDL
415,EWR,tsa,BDL
416,EWR,precheck,BDL
417,EWR,gate,BDL
418,EWR,jist,BDL
419,EWR,enough,BDL
420,EWR,time,BDL
421,EWR,took,BDL
422,EWR,late,BDL
423,EWR,delay,BDL
424,EWR,checkin,BDL
425,EWR,people,BDL
426,EWR,concerned,BDL
427,EWR,tight,BDL
428,EWR,connections,BDL
429,EWR,newark,BDL
430,EWR,really,BDL
431,EWR,mess,BDL
432,ORD,crew,ROC
433,ORD,airport,ROC
434,ORD,fighting,ROC
435,ORD,choices,ROC
436,ORD,head,ROC
437,ORD,guy,ROC
438,ORD,andrew,ROC
439,ORD,making,ROC
440,ORD,idea,ROC
441,ORD,luggage,ROC
442,ORD,chicago,ROC
443,ORD,airport,ROC
444,ORD,de,ROC
445,ORD,icing,ROC
446,ORD,truck,ROC
447,ORD,whole,ROC
448,ORD,airport,ROC
449,ORD,busy,ROC
450,ORD,several,ROC
451,ORD,people,ROC
452,ORD,unprofessional,ROC
453,GSO,flight,EWR
454,GSO,delayed,EWR
455,GSO,badly,EWR
456,GSO,waiting,EWR
457,GSO,hours,EWR
458,GSO,horrible,EWR
459,GSO,experience,EWR
460,ORD,incompetent,ALB
461,ORD,staffing,ALB
462,ORD,missing,ALB
463,ORD,luggage,ALB
464,ORD,first,ALB
465,ORD,half,ALB
466,ORD,round,ALB
467,ORD,trip,ALB
468,ORD,flagged,ALB
469,ORD,system,ALB
470,ORD,causing,ALB
471,ORD,26,ALB
472,ORD,delay,ALB
473,ORD,trying,ALB
474,ORD,complete,ALB
475,ORD,second,ALB
476,ORD,half,ALB
477,ORD,round,ALB
478,ORD,trip,ALB
479,EWR,5,DSM
480,EWR,delay,DSM
481,EWR,communication,DSM
482,EWR,going,DSM
483,EWR,flight,DSM
484,EWR,tracker,DSM
485,EWR,flight,DSM
486,EWR,different,DSM
487,EWR,city,DSM
488,EWR,though,DSM
489,EWR,hadnt,DSM
490,EWR,departed,DSM
491,EWR,assigned,DSM
492,EWR,gate,DSM
493,EWR,screen,DSM
494,EWR,information,DSM
495,EWR,flight,DSM
496,EWR,confusing,DSM
497,EWR,knew,DSM
498,EWR,going,DSM
499,EWR,airport,DSM
500,EWR,freezing,DSM
501,EWR,point,DSM
502,EWR,see,DSM
503,EWR,breath,DSM
504,EWR,fun,DSM
505,EWR,experience,DSM
506,EWR,compensated,DSM
507,EWR,time,DSM
508,EWR,jet,BTV
509,EWR,bridge,BTV
510,EWR,newark,BTV
511,EWR,frozen,BTV
512,EWR,wouldnt,BTV
513,EWR,move,BTV
514,EWR,checked,BTV
515,EWR,arrived,BTV
516,EWR,towed,BTV
517,EWR,gate,BTV
518,EWR,resulted,BTV
519,EWR,wife,BTV
520,EWR,missing,BTV
521,EWR,flight,BTV
522,EWR,hawaii,BTV
523,EWR,1st,BTV
524,EWR,class,BTV
525,EWR,scheduled,BTV
526,EWR,layover,BTV
527,EWR,ridiculous,BTV
528,EWR,landed,BTV
529,EWR,connecting,BTV
530,EWR,flight,BTV
531,EWR,started,BTV
532,EWR,boarding,BTV
533,ORD,carryon,LAX
534,ORD,bag,LAX
535,ORD,policy,LAX
536,ORD,ridiculous,LAX
537,ORD,crammed,LAX
538,ORD,everything,LAX
539,ORD,small,LAX
540,ORD,napsack,LAX
541,ORD,instead,LAX
542,ORD,small,LAX
543,ORD,roller,LAX
544,ORD,bag,LAX
545,ORD,online,LAX
546,ORD,warnings,LAX
547,ORD,check,LAX
548,ORD,people,LAX
549,ORD,roller,LAX
550,ORD,bags,LAX
551,ORD,frustrating,LAX
552,EWR,crew,TYS
553,EWR,time,TYS
554,EWR,crew,TYS
555,EWR,late,TYS
556,EWR,mistaken,TYS
557,EWR,later,TYS
558,EWR,crew,TYS
559,EWR,late,TYS
560,EWR,crew,TYS
561,EWR,lateness,TYS
562,EWR,endless,TYS
563,EWR,waiting,TYS
564,EWR,deicing,TYS
565,EWR,flubs,TYS
566,EWR,made,TYS
567,EWR,brother,TYS
568,EWR,law,TYS
569,EWR,mis,TYS
570,EWR,connection,TYS
571,EWR,thats,TYS
572,EWR,inexcusable,TYS
573,EWR,chosen,SAT
574,EWR,seat,SAT
575,EWR,back,SAT
576,EWR,seat,SAT
577,EWR,recline,SAT
578,EWR,smell,SAT
579,EWR,restroom,SAT
580,EWR,uncomfortable,SAT
581,EWR,lower,SAT
582,EWR,back,SAT
583,EWR,surgery,SAT
584,EWR,couple,SAT
585,EWR,years,SAT
586,EWR,ago,SAT
587,ORD,winter,ABE
588,ORD,months,ABE
589,ORD,reason,ABE
590,ORD,takes,ABE
591,ORD,30,ABE
592,ORD,deice,ABE
593,ORD,causes,ABE
594,ORD,huge,ABE
595,ORD,burden,ABE
596,ORD,connecting,ABE
597,ORD,close,ABE
598,ORD,together,ABE
599,ORD,missed,ABE
600,ORD,flight,ABE
601,ORD,employees,LGA
602,ORD,job,LGA
603,ORD,problem,LGA
604,ORD,new,LGA
605,ORD,baggage,LGA
606,ORD,policies,LGA
607,ORD,hot,LGA
608,ORD,garbage,LGA
609,ORD,though,LGA
610,ORD,actively,LGA
611,ORD,avoiding,LGA
612,ORD,flying,LGA
613,ORD,future,LGA
614,ORD,restrictive,LGA
615,ORD,policies,LGA
616,ORD,charging,LGA
617,ORD,flight,LGA
618,ORD,services,LGA
619,ORD,tv,LGA
620,ORD,avoid,LGA
621,ORD,future,LGA
622,ORD,intend,LGA
623,ORD,telling,LGA
624,ORD,people,LGA
625,ORD,possible,LGA
626,ORD,awful,LGA
627,ORD,new,LGA
628,ORD,restrictions,LGA
629,EWR,expierence,TPA
630,EWR,life,TPA
631,EWR,dallas,DFW
632,EWR,tsa,DFW
633,EWR,required,DFW
634,EWR,check,DFW
635,EWR,bag,DFW
636,EWR,newark,DFW
637,EWR,tsa,DFW
638,EWR,toy,DFW
639,EWR,knee,DFW
640,EWR,hockey,DFW
641,EWR,sticks,DFW
642,EWR,mad,DFW
643,EWR,plastic,DFW
644,EWR,size,DFW
645,EWR,ruler,DFW
646,EWR,trouble,DFW
647,EWR,bringing,DFW
648,EWR,flight,DFW
649,EWR,newark,DFW
650,EWR,dallas,DFW
651,EWR,let,DFW
652,EWR,bring,DFW
653,EWR,flight,DFW
654,EWR,charged,DFW
655,EWR,25,DFW
656,EWR,bag,DFW
657,EWR,check,DFW
658,EWR,fee,DFW
659,EWR,kids,DFW
660,EWR,upset,DFW
661,EWR,threw,DFW
662,EWR,away,DFW
663,EWR,christmas,DFW
664,EWR,presents,DFW
665,EWR,wish,DFW
666,EWR,tsa,DFW
667,EWR,consistent,DFW
668,EWR,missing,SAN
669,EWR,bag,SAN
670,EWR,waited,SAN
671,EWR,almost,SAN
672,EWR,2,SAN
673,EWR,hours,SAN
674,EWR,give,SAN
675,EWR,answer,SAN
676,EWR,bag,SAN
677,EWR,locate,SAN
678,EWR,wtf,SAN
679,EWR,seriously,SAN
680,EWR,considering,SAN
681,EWR,flying,SAN
682,EWR,guys,SAN
683,EWR,lack,SAN
684,EWR,professionalism,SAN
685,EWR,mind,SAN
686,EWR,boggling,SAN
687,PBI,hard,ORD
688,PBI,check,ORD
689,PBI,terminal,ORD
690,PBI,leave,ORD
691,PBI,term2long,ORD
692,PBI,walk,ORD
693,PBI,gate,ORD
694,PBI,changed,ORD
695,PBI,e12,ORD
696,PBI,e4,ORD
697,PBI,e8,ORD
698,PBI,frustrating,ORD
699,PBI,long,ORD
700,PBI,walks,ORD
701,FNT,communication,ORD
702,FNT,consumer,ORD
703,FNT,gate,ORD
704,FNT,quite,ORD
705,FNT,difficult,ORD
706,FNT,know,ORD
707,FNT,correct,ORD
708,FNT,gate,ORD
709,FNT,boarding,ORD
710,FNT,wall,ORD
711,FNT,changes,ORD
712,FNT,sign,ORD
713,FNT,outbound,ORD
714,FNT,flight,ORD
715,FNT,going,ORD
716,FNT,akron,ORD
717,FNT,oh,ORD
718,FNT,better,ORD
719,FNT,communication,ORD
720,FNT,helped,ORD
721,FNT,lessen,ORD
722,FNT,confusions,ORD
723,FNT,time,ORD
724,FNT,consuming,ORD
725,FNT,questions,ORD
726,ORD,disappointed,BZN
727,ORD,pay,BZN
728,ORD,additional,BZN
729,ORD,fee,BZN
730,ORD,seats,BZN
731,ORD,together,BZN
732,ORD,bags,BZN
733,ORD,others,BZN
734,ORD,check,BZN
735,ORD,gate,BZN
736,ORD,dont,BZN
737,ORD,pay,BZN
738,ORD,fee,BZN
739,PVR,seats,ORD
740,PVR,terribly,ORD
741,PVR,uncomfortable,ORD
742,LAX,attendant,ORD
743,LAX,checking,ORD
744,LAX,baggage,ORD
745,LAX,incredibly,ORD
746,LAX,rude,ORD
747,LAX,helpful,ORD
748,LAX,generally,ORD
749,LAX,unpleasant,ORD
750,LAX,traveling,ORD
751,LAX,alone,ORD
752,LAX,infant,ORD
753,LAX,car,ORD
754,LAX,seat,ORD
755,LAX,base,ORD
756,LAX,check,ORD
757,LAX,rather,ORD
758,LAX,politely,ORD
759,LAX,informing,ORD
760,LAX,simply,ORD
761,LAX,helping,ORD
762,LAX,attendant,ORD
763,LAX,lax,ORD
764,LAX,ord,ORD
765,LAX,rudely,ORD
766,LAX,ignored,ORD
767,LAX,tried,ORD
768,LAX,handing,ORD
769,LAX,item,ORD
770,LAX,mentioned,ORD
771,LAX,needed,ORD
772,LAX,check,ORD
773,LAX,item,ORD
774,LAX,snotily,ORD
775,LAX,replied,ORD
776,LAX,need,ORD
777,LAX,check,ORD
778,LAX,kiosk,ORD
779,LAX,tried,ORD
780,LAX,wasnt,ORD
781,LAX,clear,ORD
782,LAX,attitude,ORD
783,LAX,kiosk,ORD
784,LAX,ask,ORD
785,LAX,man,ORD
786,LAX,standing,ORD
787,LAX,frustrating,ORD
788,LAX,makes,ORD
789,LAX,person,ORD
790,LAX,anxious,ORD
791,LAX,enough,ORD
792,LAX,traveling,ORD
793,LAX,alone,ORD
794,LAX,4month,ORD
795,LAX,old,ORD
796,LAX,tested,ORD
797,LAX,rudely,ORD
798,LAX,right,ORD
799,LAX,beginning,ORD
800,LAX,trip,ORD
801,LAX,makes,ORD
802,LAX,much,ORD
803,LAX,harder,ORD
804,LAX,stressful,ORD
805,LAX,id,ORD
806,LAX,mention,ORD
807,LAX,purchased,ORD
808,LAX,past,ORD
809,LAX,seat,ORD
810,LAX,infant,ORD
811,LAX,knew,ORD
812,LAX,car,ORD
813,LAX,seat,ORD
814,LAX,needed,ORD
815,LAX,placed,ORD
816,LAX,seat,ORD
817,LAX,window,ORD
818,LAX,however,ORD
819,LAX,passengers,ORD
820,LAX,realize,ORD
821,LAX,time,ORD
822,LAX,purchasing,ORD
823,LAX,ticket,ORD
824,LAX,infant,ORD
825,LAX,seat,ORD
826,LAX,checking,ORD
827,LAX,automatically,ORD
828,LAX,selected,ORD
829,LAX,window,ORD
830,LAX,seat,ORD
831,LAX,rather,ORD
832,LAX,whatever,ORD
833,LAX,seats,ORD
834,LAX,computer,ORD
835,LAX,select,ORD
836,LAX,creates,ORD
837,LAX,unnecessary,ORD
838,LAX,friction,ORD
839,LAX,passenger,ORD
840,LAX,inform,ORD
841,LAX,passenger,ORD
842,LAX,taken,ORD
843,LAX,seat,ORD
844,LAX,car,ORD
845,LAX,seat,ORD
846,LAX,required,ORD
847,LAX,help,ORD
848,LAX,attendant,ORD
849,LAX,inform,ORD
850,LAX,passengers,ORD
851,LAX,informed,ORD
852,LAX,purchasing,ORD
853,LAX,window,ORD
854,LAX,seat,ORD
855,LAX,situation,ORD
856,LAX,possible,ORD
857,LAX,occur,ORD
858,EWR,first,IAH
859,EWR,name,IAH
860,EWR,sepate,IAH
861,EWR,words,IAH
862,EWR,mary,IAH
863,EWR,lou,IAH
864,EWR,system,IAH
865,EWR,recognize,IAH
866,EWR,anything,IAH
867,EWR,marylou,IAH
868,EWR,consequently,IAH
869,EWR,pre,IAH
870,EWR,tsa,IAH
871,EWR,work,IAH
872,EWR,use,IAH
873,EWR,regular,IAH
874,EWR,tsa,IAH
875,EWR,line,IAH
876,EWR,waste,IAH
877,EWR,money,IAH
878,EWR,moreover,IAH
879,EWR,gate,IAH
880,EWR,agent,IAH
881,EWR,attempted,IAH
882,EWR,recheck,IAH
883,EWR,several,IAH
884,EWR,times,IAH
885,EWR,resulted,IAH
886,EWR,getting,IAH
887,EWR,pulled,IAH
888,EWR,st,IAH
889,EWR,gate,IAH
890,EWR,others,IAH
891,EWR,boarded,IAH
892,EWR,ahead,IAH
893,EWR,tried,IAH
894,EWR,check,IAH
895,EWR,times,IAH
896,EWR,actually,IAH
897,EWR,nothing,IAH
898,EWR,avoid,IAH
899,EWR,costs,IAH
900,ORD,yes,BNA
901,ORD,expect,BNA
902,ORD,refund,BNA
903,ORD,seat,BNA
904,ORD,upgrade,BNA
905,ORD,husband,BNA
906,ORD,25,BNA
907,ORD,check,BNA
908,ORD,bag,BNA
909,ORD,2,BNA
910,ORD,hr,BNA
911,ORD,delay,BNA
912,ORD,find,BNA
913,ORD,think,BNA
914,ORD,going,BNA
915,ORD,used,BNA
916,ORD,3,BNA
917,ORD,days,BNA
918,ORD,stockedthis,BNA
919,ORD,extremely,BNA
920,ORD,irritating,BNA
921,ORD,hear,BNA
922,ORD,water,BNA
923,ORD,lines,BNA
924,ORD,frozen,BNA
925,ORD,meant,BNA
926,ORD,flight,BNA
927,ORD,attendants,BNA
928,ORD,unable,BNA
929,ORD,coffee,BNA
930,ORD,travel,BNA
931,ORD,experiences,BNA
932,ORD,waiting,BNA
933,ORD,hours,BNA
934,ORD,think,BNA
935,ORD,done,BNA
936,ORD,lot,BNA
937,ORD,customer,BNA
938,ORD,service,BNA
939,ORD,reimburse,BNA
940,ORD,flight,BNA
941,ORD,garbage,BNA
942,ORD,audacity,BNA
943,ORD,treat,BNA
944,ORD,passengers,BNA
945,ORD,sorry,BNA
946,ORD,2,BNA
947,ORD,12,BNA
948,ORD,hours,BNA
949,ORD,delays,BNA
950,ORD,easily,BNA
951,ORD,prevented,BNA
952,ORD,recommend,BNA
953,ORD,anyone,BNA
954,ORD,account,BNA
955,ORD,credited,BNA
956,ORD,delay,BNA
957,ORD,nightmare,BNA
958,ORD,clarify,BNA
959,ORD,ive,BNA
960,ORD,longer,BNA
961,ORD,delays,BNA
962,ORD,time,BNA
963,ORD,cancelled,BNA
964,ORD,issue,BNA
965,ORD,technical,BNA
966,ORD,problems,BNA
967,ORD,flight,BNA
968,ORD,delayed,BNA
969,ORD,lack,BNA
970,ORD,professionalism,BNA
971,ORD,laziness,BNA
972,ORD,careless,BNA
973,ORD,mistakes,BNA
974,ORD,ticked,BNA
975,ORD,clean,BNA
976,ORD,act,BNA
977,EWR,frequent,LAX
978,EWR,businessfirst,LAX
979,EWR,class,LAX
980,EWR,flier,LAX
981,EWR,shocked,LAX
982,EWR,middle,LAX
983,EWR,seat,LAX
984,EWR,business,LAX
985,EWR,class,LAX
986,EWR,extremely,LAX
987,EWR,uncomfortable,LAX
988,EWR,place,LAX
989,EWR,stow,LAX
990,EWR,bag,LAX
991,EWR,little,LAX
992,EWR,place,LAX
993,EWR,drink,LAX
994,EWR,shared,LAX
995,EWR,neighbor,LAX
996,EWR,side,LAX
997,EWR,separation,LAX
998,EWR,neighbor,LAX
999,EWR,hard,LAX
1000,EWR,climb,LAX
1001,EWR,passenger,LAX
1002,EWR,mates,LAX
1003,EWR,flatbed,LAX
1004,EWR,tvs,LAX
1005,EWR,angled,LAX
1006,EWR,staring,LAX
1007,EWR,tour,LAX
1008,EWR,passenger,LAX
1009,EWR,mates,LAX
1010,EWR,tvs,LAX
1011,EWR,entire,LAX
1012,EWR,flight,LAX
1013,EWR,business,LAX
1014,EWR,flight,LAX
1015,EWR,ever,LAX
1016,EWR,taken,LAX
1017,EWR,configuration,LAX
1018,ORD,negative,FRA
1019,ORD,5,FRA
1020,ORD,11,FRA
1021,ORD,legs,FRA
1022,ORD,fit,FRA
1023,ORD,seat,FRA
1024,ORD,reclined,FRA
1025,ORD,seat,FRA
1026,ORD,bent,FRA
1027,ORD,knees,FRA
1028,ORD,reclining,FRA
1029,ORD,older,FRA
1030,ORD,versions,FRA
1031,ORD,interior,FRA
1032,ORD,starting,FRA
1033,ORD,dated,FRA
1034,ORD,food,FRA
1035,ORD,service,FRA
1036,ORD,disappointing,FRA
1037,ORD,services,FRA
1038,ORD,breakfast,FRA
1039,ORD,prelunch,FRA
1040,ORD,snack,FRA
1041,ORD,supplies,FRA
1042,ORD,options,FRA
1043,ORD,exhausted,FRA
1044,ORD,reaching,FRA
1045,ORD,back,FRA
1046,ORD,half,FRA
1047,ORD,economy,FRA
1048,ORD,passengers,FRA
1049,EWR,oversize,SFO
1050,EWR,baggage,SFO
1051,EWR,claim,SFO
1052,EWR,area,SFO
1053,EWR,mess,SFO
1054,EWR,communication,SFO
1055,EWR,lacking,SFO
1056,EWR,amidst,SFO
1057,EWR,long,SFO
1058,EWR,delay,SFO
1059,EWR,retrieve,SFO
